property_id,property_name,address,city,state,zip_code,market,submarket,property_type,building_class,total_sqft,rentable_sqft,num_floors,year_built,building_age,last_renovated,parking_spaces,parking_ratio,property_value,value_per_sqft,noi_annual,noi_per_sqft,cap_rate,base_rent_psf,effective_rent_psf,potential_rental_income,effective_rental_income,occupancy_rate,occupied_sqft,vacant_sqft,market_vacancy_rate,opex_total_annual,opex_per_sqft,property_tax_annual,insurance_annual,utilities_annual,maintenance_annual,management_fee_annual,cam_annual,num_tenants,walt_years,walt_months,lease_expiry_next_12mo_sqft,avg_tenant_size_sqft,largest_tenant_sqft,tenant_concentration_risk,loan_amount,loan_to_value,debt_service_coverage_ratio,debt_yield,leed_certified,leed_level,energy_star_score,energy_star_certified,annual_energy_use_kbtu,energy_cost_annual,energy_cost_psf,water_usage_gallons,water_cost_annual,waste_diversion_rate,ghg_emissions_mtco2e,market_tier,market_rent_growth_yoy,market_cap_rate,market_absorption_sf,maintenance_risk_score,tenant_risk_score,market_risk_score,esg_risk_score,management_company,acquisition_date,last_appraisal_date,last_inspection_date
CBRE_00400,Industrial at Miami - 400,6852 Commerce Plaza,Miami,FL,76481,Miami,Miami_Zone_5,Industrial,C,168447,154971,1,2023,1,,504,1.99,-9673285.27,-57.43,-503010.83,-2.99,0.052,9.22,8.3,1553286.53,1441566.47,0.947,159522,8925,0.045,1944577.3,11.54,554388.29,88757.8,548909.59,276375.88,58839.45,417306.29,3,1.36,16.3,50534,53174,62065,0.114,-6044305.25,0.603,1.22,0.116,True,Gold,97,True,5297665,358441,3.07,3821804,74787,0.72,1201.41,1,0.046,0.052,95120,0.42,0.37,0.44,0.1,Cushman & Wakefield,2017-08-27,2024-11-12,2024-02-10
CBRE_00401,Multifamily at Austin - 401,154 Park Plaza,Austin,TX,30750,Austin,Austin_Zone_4,Multifamily,B,61072,56186,7,1998,26,2007.0,244,4.0,12058574.17,197.45,778983.89,12.76,0.0646,31.68,28.52,1935015.63,1666520.41,0.879,53671,7401,0.153,887536.51,14.53,249033.22,21167.04,206152.02,116281.67,68021.24,226881.33,61,0.98,11.8,18321,880,21314,0.355,6159579.79,0.709,1.29,0.108,False,,55,False,2282320,130504,2.96,765793,38943,0.35,302.32,1,0.038,0.0646,15928,0.49,0.31,0.47,0.53,Colliers,2019-09-18,2024-08-02,2024-03-26
CBRE_00402,Retail at Chicago - 402,5151 Market Blvd,Chicago,IL,59474,Chicago,Chicago_Zone_5,Retail,C,55686,51231,3,2006,18,2019.0,165,2.96,3572797.53,64.16,235804.64,4.23,0.066,17.31,15.58,963980.18,861523.45,0.912,50783,4903,0.075,625718.81,11.24,117940.02,28727.35,126100.94,98799.31,35164.22,218986.97,2,4.85,58.2,11488,25391,18871,0.101,1999896.31,0.592,1.65,0.094,False,,51,False,2368091,124342,3.76,924644,32026,0.39,331.98,1,0.022,0.066,80227,0.59,0.21,0.52,0.53,CBRE,2019-09-30,2024-10-09,2023-04-14
CBRE_00403,Multifamily at New York - 403,8537 Main Blvd,New York,NY,24601,New York,New York_Zone_1,Multifamily,A,110303,101479,13,1991,33,2014.0,330,2.99,95482984.85,865.64,4988985.96,45.23,0.0522,73.29,65.97,8084643.5,6732943.3,0.85,93736,16567,0.118,1743957.34,15.81,393416.24,63599.4,373177.21,223304.22,274814.01,415646.26,110,0.5,6.0,33091,852,28911,0.117,58498153.1,0.69,1.61,0.106,False,,53,False,4663627,439419,2.11,1915485,28111,0.19,511.71,1,0.02,0.0522,58642,0.37,0.35,0.53,0.59,Colliers,2017-07-21,2023-05-13,2024-12-19
CBRE_00404,Industrial at New York - 404,6981 Business Ave,New York,NY,13722,New York,New York_Zone_5,Industrial,B,173627,159737,2,1986,38,1997.0,346,2.99,30860072.04,177.74,1481283.46,8.53,0.048,19.99,17.99,3470448.06,3292106.39,0.968,168066,5561,0.042,1810822.93,10.43,347999.93,91253.48,314414.7,256079.46,134371.69,666703.67,4,0.98,11.8,52088,42016,46426,0.151,18318053.2,0.712,1.29,0.091,False,,43,False,4966910,473802,2.76,3833513,102766,0.13,997.81,1,0.024,0.048,60309,0.52,0.36,0.5,0.65,JLL,2019-06-23,2023-08-25,2024-05-23
CBRE_00405,Retail at New York - 405,9897 Market St,New York,NY,63625,New York,New York_Zone_4,Retail,C,76168,70074,2,2023,1,,152,2.0,55177195.54,724.42,2869214.17,37.67,0.052,58.3,52.47,4440717.85,3849376.73,0.885,67372,8795,0.112,980162.56,12.87,289840.37,60882.65,144898.98,122351.52,157117.42,205071.62,5,4.79,57.5,15908,13474,21852,0.079,29662040.23,0.587,1.66,0.086,False,,66,False,3872614,283811,2.59,1276045,25667,0.11,414.74,1,0.016,0.052,47936,0.46,0.12,0.52,0.58,Newmark,2020-06-07,2023-01-04,2024-03-14
CBRE_00406,Mixed Use at San Antonio - 406,1701 Market St,San Antonio,TX,32151,San Antonio,San Antonio_Zone_2,Mixed Use,B,129483,119124,27,1984,40,1995.0,387,1.99,9568197.52,73.9,709003.44,5.48,0.0741,19.06,17.16,2468533.99,2135952.89,0.883,114325,15159,0.109,1426949.45,11.02,490556.71,94590.01,250081.31,179957.12,87181.75,324582.54,13,3.89,46.7,33257,8794,17318,0.52,6285408.04,0.725,1.76,0.094,False,,42,False,6700446,339443,4.0,2749260,73628,0.38,737.15,2,0.033,0.0741,63111,0.61,0.14,0.39,0.57,Newmark,2015-04-14,2024-01-17,2024-03-30
CBRE_00407,Data Center at San Antonio - 407,5284 Business Blvd,San Antonio,TX,39564,San Antonio,San Antonio_Zone_1,Data Center,B,31912,29359,3,2018,6,,62,3.89,2729057.24,85.52,202223.14,6.34,0.0741,20.52,18.47,654866.91,577181.58,0.899,28700,3212,0.109,374958.44,11.75,126380.99,18778.78,55913.16,64731.3,23558.43,85595.76,2,4.28,51.4,7455,14350,8444,0.209,1777946.8,0.62,1.78,0.093,True,Platinum,81,True,4773902,122296,3.91,762889,11408,0.77,157.32,2,0.027,0.0741,12975,0.29,0.25,0.39,0.14,CBRE,2015-03-04,2024-10-27,2024-05-23
CBRE_00408,Data Center at Houston - 408,9906 Main Plaza,Houston,TX,86593,Houston,Houston_Zone_2,Data Center,A,38307,35242,2,1973,51,2000.0,152,1.98,3738668.82,97.6,266380.15,6.95,0.0712,23.6,21.24,903889.38,722799.98,0.816,31258,7049,0.157,456419.83,11.91,137875.91,22565.51,61489.37,79466.16,29502.04,125520.84,3,8.76,105.1,4374,10419,10861,0.379,1973220.64,0.699,1.31,0.112,False,,57,False,6003473,91419,2.95,774896,22230,0.16,218.69,1,0.035,0.0712,19917,0.6,0.17,0.51,0.59,JLL,2018-06-10,2023-04-21,2023-08-20
CBRE_00409,Multifamily at Chicago - 409,438 Business Way,Chicago,IL,87027,Chicago,Chicago_Zone_1,Multifamily,B,132996,122357,20,2005,19,2020.0,528,3.97,11489628.71,86.39,764060.31,5.74,0.0665,23.61,21.25,3139837.14,2576641.47,0.837,111368,21628,0.141,1812581.16,13.63,491158.35,96819.68,437440.16,223052.73,105169.04,458941.2,132,0.67,8.0,39899,844,36294,0.284,6212306.91,0.637,1.88,0.101,False,,59,False,5995837,286008,2.9,1519269,74435,0.14,681.5,1,0.016,0.0665,31726,0.37,0.35,0.55,0.59,JLL,2017-07-25,2023-04-28,2024-01-05
CBRE_00410,Retail at New York - 410,8820 Main St,New York,NY,94021,New York,New York_Zone_4,Retail,A,41802,38457,1,2023,1,,164,2.94,59854362.5,1431.87,3112426.85,74.46,0.052,108.48,97.63,4534646.13,3811745.12,0.858,35855,5947,0.112,699318.27,16.73,174307.25,14017.5,119701.67,76374.35,155581.43,159336.06,12,3.82,45.8,10953,2988,9053,0.301,36342314.6,0.52,1.25,0.111,True,Silver,100,True,1659563,159500,2.56,981635,27761,0.64,312.88,1,0.018,0.052,33469,0.1,0.15,0.52,0.12,Newmark,2015-05-17,2023-05-10,2023-07-14
CBRE_00411,Data Center at Dallas - 411,1092 Market Way,Dallas,TX,33696,Dallas,Dallas_Zone_3,Data Center,C,53892,49581,1,1977,47,2012.0,159,2.95,-485371.9,-9.01,-33199.44,-0.62,0.0684,16.47,14.82,887413.08,782159.96,0.899,48470,5423,0.134,815359.4,15.13,232109.25,19975.61,176201.86,145132.13,31924.9,210015.65,13,5.05,60.6,10675,3728,12676,0.239,-319537.13,0.703,1.4,0.089,False,,26,False,8623519,180035,3.8,551814,38362,0.23,327.88,1,0.038,0.0684,17274,0.73,0.06,0.49,0.67,JLL,2022-03-02,2023-05-23,2024-02-04
CBRE_00412,Multifamily at Dallas - 412,7250 Business Way,Dallas,TX,92273,Dallas,Dallas_Zone_1,Multifamily,C,140673,129420,18,2000,24,2010.0,280,1.99,13092608.08,93.07,895534.39,6.37,0.0684,19.53,17.57,2746648.47,2316883.55,0.861,121084,19589,0.134,1421349.16,10.1,388525.76,58385.85,383012.32,213346.0,94566.68,283512.56,140,0.9,10.8,42202,865,26806,0.607,9709592.09,0.591,1.2,0.116,False,,54,False,4816313,549404,3.33,3393793,44987,0.29,585.6,1,0.035,0.0684,35502,0.63,0.32,0.49,0.56,JLL,2018-03-02,2024-02-04,2023-05-19
CBRE_00413,Mixed Use at New York - 413,3813 Park Plaza,New York,NY,17585,New York,New York_Zone_3,Mixed Use,B,127734,117515,20,2021,3,,254,3.98,88767722.11,694.94,4638113.48,36.31,0.0522,58.14,52.32,7426022.74,6325012.81,0.869,111016,16718,0.118,1686899.33,13.21,630634.3,53389.76,234652.9,212591.76,258163.79,297466.83,8,1.93,23.2,38320,13877,43652,0.369,58090441.77,0.705,1.66,0.119,True,Certified,91,True,6710973,455909,3.76,2646490,65725,0.48,650.33,1,0.027,0.0522,96868,0.23,0.29,0.53,0.2,Cushman & Wakefield,2022-05-16,2023-01-30,2024-01-23
CBRE_00414,Multifamily at New York - 414,8862 Business Plaza,New York,NY,55819,New York,New York_Zone_3,Multifamily,B,83688,76993,15,1988,36,2001.0,166,3.97,55197558.61,659.56,2884072.44,34.46,0.0522,54.69,49.22,4576773.53,3894280.79,0.868,72662,11026,0.118,1010208.35,12.07,223663.3,51122.18,224241.02,174681.33,158950.24,177550.29,83,0.5,6.0,25107,875,27313,0.386,40765302.45,0.713,1.4,0.08,False,,36,False,3229020,214462,3.78,2050937,20275,0.38,492.52,1,0.023,0.0522,45357,0.57,0.35,0.53,0.59,Newmark,2015-05-18,2024-10-24,2024-03-11
CBRE_00415,Office at Miami - 415,353 Park Way,Miami,FL,13657,Miami,Miami_Zone_4,Office,B,55715,51258,8,2020,4,,220,3.95,20405948.74,366.26,1326386.67,23.81,0.065,47.76,42.99,2661109.94,2150048.51,0.824,45934,9781,0.142,823661.84,14.78,256140.14,28927.52,126043.46,133672.6,87757.08,191121.05,7,4.68,56.2,11904,6562,10168,0.504,11820598.75,0.713,1.83,0.106,True,Gold,93,True,2849672,168963,2.89,840363,39495,0.56,330.61,1,0.046,0.065,49465,0.24,0.13,0.48,0.17,JLL,2017-04-19,2024-01-25,2024-04-03
CBRE_00416,Mixed Use at Austin - 416,9276 Business Blvd,Austin,TX,61516,Austin,Austin_Zone_1,Mixed Use,B,68939,63424,19,2014,10,,136,1.97,12983644.19,188.33,838743.41,12.17,0.0646,29.94,26.95,2064033.24,1700500.75,0.841,57956,10983,0.153,861757.33,12.5,255923.93,52193.57,175958.38,91424.13,69408.19,216849.12,5,1.29,15.4,20682,11591,23039,0.185,6569846.32,0.731,1.16,0.103,True,Silver,93,True,4083678,170639,2.51,689831,16532,0.58,288.14,1,0.05,0.0646,60198,0.33,0.37,0.47,0.16,CBRE,2022-12-01,2024-02-23,2024-04-12
CBRE_00417,Industrial at Los Angeles - 417,6070 Park Ave,Los Angeles,CA,50720,Los Angeles,Los Angeles_Zone_2,Industrial,B,150296,138272,2,2010,14,2016.0,300,3.99,-218476.09,-1.45,-10923.8,-0.07,0.05,12.77,11.5,1919758.87,1792522.37,0.953,143198,7097,0.038,1803446.17,12.0,556967.74,103729.46,464245.77,145682.31,73164.18,459656.72,1,3.33,39.9,45089,143198,143198,0.62,-116777.16,0.51,1.27,0.091,False,,70,False,4741376,485508,2.91,1590456,33203,0.23,655.64,1,0.023,0.05,49946,0.37,0.46,0.48,0.52,JLL,2019-09-03,2023-03-14,2023-05-27
CBRE_00418,Industrial at Chicago - 418,9768 Business Plaza,Chicago,IL,78951,Chicago,Chicago_Zone_1,Industrial,A,111103,102215,1,1992,32,2012.0,444,2.0,-12207503.44,-109.88,-683620.19,-6.15,0.056,7.19,6.47,798496.94,747488.22,0.955,106129,4975,0.058,1431108.41,12.88,472466.32,45708.33,387595.33,97351.39,30509.72,397477.33,1,2.68,32.1,33331,106129,106129,0.226,-8304149.39,0.675,1.96,0.104,False,,64,False,4100632,410920,3.34,2332504,37831,0.34,609.41,1,0.014,0.056,-11651,0.5,0.5,0.51,0.51,Cushman & Wakefield,2023-01-24,2024-07-05,2024-11-09
CBRE_00419,Industrial at Austin - 419,4650 Main Ave,Austin,TX,38677,Austin,Austin_Zone_5,Industrial,A,136057,125173,1,2009,15,2015.0,544,4.0,3532565.99,25.96,194291.13,1.43,0.055,15.83,14.25,2154262.9,1961264.32,0.929,126396,9661,0.081,1766973.19,12.99,496052.96,83949.8,364386.91,225984.65,80051.61,516547.28,4,3.27,39.3,40817,31599,28836,0.311,2173878.37,0.576,1.34,0.089,False,,55,False,4589025,541994,2.0,1763041,42591,0.39,934.51,1,0.038,0.055,26663,0.24,0.22,0.44,0.52,JLL,2022-03-22,2024-09-25,2023-09-15
CBRE_00420,Mixed Use at Miami - 420,2138 Market St,Miami,FL,60226,Miami,Miami_Zone_3,Mixed Use,C,105033,96630,17,2014,10,,315,3.0,22932742.63,218.34,1416096.86,13.48,0.0617,28.39,25.55,2981733.31,2652295.02,0.908,95335,9698,0.099,1236198.16,11.77,241010.59,59020.73,265627.88,196659.7,108256.94,365622.31,7,3.81,45.7,27571,13619,35093,0.42,12581797.91,0.71,1.29,0.102,True,Gold,81,True,4363727,409527,3.21,2473233,46081,0.26,760.72,1,0.046,0.0617,32515,0.54,0.16,0.48,0.31,Colliers,2020-05-06,2024-05-13,2024-06-08
CBRE_00421,Office at San Antonio - 421,7491 Business Blvd,San Antonio,TX,26938,San Antonio,San Antonio_Zone_5,Office,B,76725,70587,32,1998,26,2005.0,152,2.97,8660623.21,112.88,675528.61,8.8,0.078,25.73,23.16,1974062.16,1677237.63,0.867,66519,10206,0.156,1001709.02,13.06,314253.61,41873.17,250958.68,103530.67,68458.68,222634.21,5,1.68,20.1,23018,13304,23446,0.31,5167729.37,0.725,1.3,0.092,False,,51,False,4306535,202433,2.85,1333968,54767,0.25,467.47,2,0.028,0.078,39257,0.51,0.33,0.39,0.58,Cushman & Wakefield,2016-06-10,2023-12-31,2023-10-25
CBRE_00422,Multifamily at New York - 422,4723 Park Plaza,New York,NY,37955,New York,New York_Zone_5,Multifamily,B,50486,46447,14,1991,33,2015.0,200,1.98,32456735.31,642.89,1695864.42,33.59,0.0522,53.82,48.44,2717095.23,2352097.48,0.883,44596,5890,0.118,656233.06,13.0,170790.48,26086.23,125808.4,106447.06,96003.98,131096.91,50,0.75,9.0,15146,892,16445,0.221,20669891.37,0.516,1.23,0.113,False,,52,False,1746935,118076,3.59,505726,18652,0.17,319.89,1,0.023,0.0522,50657,0.58,0.33,0.53,0.6,CBRE,2017-12-21,2023-12-09,2024-08-23
CBRE_00423,Retail at New York - 423,8435 Commerce Ave,New York,NY,29300,New York,New York_Zone_4,Retail,A,75713,69656,2,1999,25,2009.0,225,3.96,117434172.75,1551.05,6106576.98,80.65,0.052,106.69,96.02,8077922.94,7293833.52,0.921,69759,5954,0.112,1187256.53,15.68,290757.57,23840.84,189909.73,150343.73,297707.49,234697.17,5,3.5,42.0,21632,13952,13565,0.258,78897455.83,0.649,1.46,0.098,False,,64,False,3732941,226122,3.28,962663,39706,0.16,439.22,1,0.021,0.052,68416,0.35,0.19,0.52,0.57,CBRE,2018-11-14,2023-12-23,2024-10-01
CBRE_00424,Retail at Austin - 424,6533 Park Blvd,Austin,TX,91664,Austin,Austin_Zone_5,Retail,B,10000,9200,1,2017,7,,30,2.0,2616164.22,261.62,170050.67,17.01,0.065,31.92,28.73,319200.5,295755.4,0.945,9455,545,0.048,125704.72,12.57,49785.76,6255.26,19349.21,11751.56,12071.65,26491.29,1,2.03,24.3,3000,9455,9455,0.325,1537128.55,0.693,1.68,0.099,True,Certified,86,True,533638,24703,3.51,229806,7272,0.75,71.35,1,0.04,0.065,49202,0.34,0.55,0.43,0.13,Cushman & Wakefield,2020-11-05,2024-06-15,2024-09-29
CBRE_00425,Multifamily at Los Angeles - 425,8730 Market Way,Los Angeles,CA,90759,Los Angeles,Los Angeles_Zone_5,Multifamily,A,99790,91807,21,2016,8,,297,2.98,51854510.86,519.63,3054230.69,30.61,0.0589,49.21,44.29,4910850.83,4237729.11,0.881,87870,11921,0.136,1183498.42,11.86,346179.66,35447.24,243805.16,115844.14,172968.53,269253.67,99,0.5,6.0,29937,888,17106,0.238,38760250.51,0.57,1.94,0.12,False,,73,False,4358576,206206,2.16,1718772,44277,0.14,641.12,1,0.024,0.0589,51186,0.19,0.34,0.52,0.54,JLL,2019-08-03,2023-10-24,2023-03-23
CBRE_00426,Multifamily at Miami - 426,2975 Park Blvd,Miami,FL,49288,Miami,Miami_Zone_5,Multifamily,B,117234,107855,24,2000,24,2020.0,234,3.99,32214072.94,274.79,1989219.0,16.97,0.0617,33.82,30.44,3965419.9,3614209.11,0.93,109031,8203,0.099,1624990.11,13.86,420479.63,59642.18,362494.91,180760.6,147518.74,454094.04,117,0.5,6.0,35170,932,32967,0.221,22377322.04,0.581,1.55,0.096,False,,58,False,4613688,239591,2.72,2736508,72009,0.22,537.13,1,0.04,0.0617,56480,0.42,0.33,0.48,0.57,Colliers,2018-08-05,2023-09-16,2023-09-15
CBRE_00427,Retail at Miami - 427,7197 Park Ave,Miami,FL,88701,Miami,Miami_Zone_1,Retail,B,57707,53090,1,1978,46,1989.0,228,2.96,26328287.11,456.24,1579697.23,27.37,0.06,40.57,36.51,2341161.5,2204688.94,0.961,55452,2255,0.052,624991.71,10.83,139530.86,17446.02,87662.1,81562.47,89987.3,208802.96,6,5.57,66.9,10357,9242,16388,0.687,19103025.62,0.658,1.37,0.091,False,,47,False,2892031,162380,2.88,629569,16345,0.17,321.62,1,0.043,0.06,49175,0.58,0.07,0.45,0.62,JLL,2018-01-12,2023-10-17,2023-03-12
CBRE_00428,Office at Austin - 428,7308 Commerce St,Austin,TX,10207,Austin,Austin_Zone_4,Office,B,87473,80475,23,2021,3,,174,2.98,28601875.72,326.98,1944927.55,22.23,0.068,46.46,41.82,4064098.26,3003950.25,0.754,65974,21498,0.218,1059022.7,12.11,236650.38,53966.52,243747.32,140851.6,122610.21,261196.66,10,3.49,41.8,25086,6597,26282,0.57,20428773.94,0.637,1.5,0.084,False,,83,True,4605892,303345,3.84,1204955,36139,0.38,403.76,1,0.047,0.068,52288,0.29,0.22,0.49,0.43,Newmark,2017-10-25,2024-06-09,2023-10-07
CBRE_00429,Retail at Austin - 429,1885 Main Plaza,Austin,TX,16242,Austin,Austin_Zone_2,Retail,A,52469,48271,3,1974,50,2019.0,104,3.96,19648763.35,374.48,1277169.62,24.34,0.065,39.76,35.78,2085960.27,1935495.32,0.947,49678,2791,0.048,658325.7,12.55,247348.02,39285.13,84281.23,90390.95,78999.81,118020.56,3,2.46,29.5,15741,16559,11439,0.189,12975490.55,0.568,1.83,0.089,False,,62,False,2174820,187045,3.42,668432,14153,0.12,385.84,1,0.049,0.065,89450,0.56,0.3,0.43,0.59,Newmark,2015-01-25,2023-03-13,2024-08-15
CBRE_00430,Office at San Antonio - 430,9357 Market Ave,San Antonio,TX,28223,San Antonio,San Antonio_Zone_2,Office,C,95486,87848,35,2002,22,2019.0,285,2.98,4183623.57,43.81,326322.64,3.42,0.078,17.58,15.82,1678372.83,1396777.87,0.849,81088,14399,0.156,1070455.24,11.21,203958.45,45910.66,287697.55,148325.92,57011.34,327551.32,6,2.69,32.2,28646,13515,31403,0.238,2672953.45,0.659,1.89,0.11,False,,40,False,5245194,279176,3.28,1607571,45324,0.27,388.17,2,0.025,0.078,76438,0.57,0.26,0.39,0.61,Cushman & Wakefield,2019-02-07,2024-04-06,2024-01-08
CBRE_00431,Medical Office at Miami - 431,6603 Market Plaza,Miami,FL,52774,Miami,Miami_Zone_1,Medical Office,C,39294,36151,4,2020,4,,78,2.98,6298787.01,160.3,388950.1,9.9,0.0617,24.84,22.35,975999.21,886429.38,0.927,36416,2878,0.099,497479.29,12.66,173492.05,17328.87,115746.36,57495.41,36180.79,97235.8,3,5.29,63.5,7427,12139,11382,0.087,4046170.45,0.505,1.75,0.108,True,Platinum,89,True,2161264,123402,3.14,795186,9872,0.54,255.65,1,0.033,0.0617,63903,0.44,0.14,0.48,0.19,CBRE,2020-10-23,2024-07-10,2024-08-03
CBRE_00432,Industrial at Miami - 432,9048 Park Way,Miami,FL,68398,Miami,Miami_Zone_3,Industrial,C,123700,113804,2,2016,8,,492,3.98,-6680215.32,-54.0,-347371.2,-2.81,0.052,8.41,7.57,1040476.81,979621.88,0.961,118842,4858,0.045,1326993.07,10.73,583624.13,59365.64,201140.11,164598.59,39984.57,278280.04,3,2.93,35.2,37110,39614,18287,0.474,-3822836.27,0.588,1.44,0.093,False,,54,False,3884273,398034,3.8,1806792,38596,0.22,909.73,1,0.044,0.052,58148,0.56,0.26,0.44,0.58,Colliers,2015-04-02,2023-10-16,2024-05-23
CBRE_00433,Office at Dallas - 433,6734 Commerce St,Dallas,TX,65120,Dallas,Dallas_Zone_1,Office,A,56540,52016,28,2003,21,2019.0,168,3.96,14723285.71,260.41,1060076.57,18.75,0.072,38.81,34.93,2194142.28,1754078.9,0.816,46122,10417,0.192,694002.33,12.27,228326.12,29716.95,122532.51,82288.12,71595.06,159543.59,5,1.31,15.7,16962,9224,15300,0.093,10512954.55,0.576,1.41,0.099,False,,60,False,2991009,155049,3.25,575142,37203,0.16,393.53,1,0.042,0.072,54599,0.34,0.37,0.5,0.58,Colliers,2022-12-29,2024-01-25,2024-01-23
CBRE_00434,Multifamily at New York - 434,2964 Park St,New York,NY,38194,New York,New York_Zone_2,Multifamily,B,130477,120039,15,2013,11,2020.0,260,2.99,108735340.06,833.37,5681421.52,43.54,0.0522,63.72,57.35,8314040.57,7312809.31,0.898,117107,13371,0.118,1631387.79,12.5,333412.36,102549.1,382906.28,249656.0,298482.01,264382.05,130,0.56,6.7,39143,901,38796,0.201,77537232.15,0.549,1.98,0.085,False,,67,False,4767816,304595,3.17,3100550,46067,0.26,810.54,1,0.018,0.0522,32047,0.36,0.33,0.53,0.52,CBRE,2022-03-02,2024-08-12,2023-07-21
CBRE_00435,Office at Chicago - 435,8181 Main Plaza,Chicago,IL,24550,Chicago,Chicago_Zone_3,Office,B,82811,76186,14,2021,3,,164,1.98,16786771.66,202.71,1175074.02,14.19,0.07,35.01,31.51,2899266.42,2107789.55,0.742,61433,21378,0.201,932715.53,11.26,267045.02,38555.35,128884.3,138695.38,86032.23,273503.25,8,3.83,46.0,21594,7679,11877,0.059,11512696.43,0.614,1.17,0.117,True,Certified,100,True,4428440,199325,3.11,1100027,26799,0.66,512.01,1,0.017,0.07,59182,0.29,0.21,0.56,0.11,CBRE,2017-08-07,2023-09-16,2024-04-21
CBRE_00436,Office at Miami - 436,1598 Business Ave,Miami,FL,88539,Miami,Miami_Zone_3,Office,A,114411,105258,18,2015,9,,456,2.99,79639095.66,696.08,5176541.22,45.25,0.065,72.36,65.12,8278693.98,6882591.4,0.848,97058,17353,0.142,1706050.19,14.91,387828.05,39476.13,399652.8,209063.35,280922.1,389107.75,22,2.83,33.9,34323,4412,16540,0.528,58882988.27,0.738,1.39,0.109,True,Silver,100,True,6490401,283163,2.52,1987015,51662,0.82,590.93,1,0.045,0.065,92869,0.17,0.21,0.48,0.06,Colliers,2018-09-21,2023-10-11,2023-07-17
CBRE_00437,Data Center at Los Angeles - 437,9390 Business Way,Los Angeles,CA,73477,Los Angeles,Los Angeles_Zone_2,Data Center,C,44868,41279,3,2016,8,,88,3.92,6169044.73,137.49,363356.73,8.1,0.0589,25.82,23.24,1158457.97,962257.97,0.848,38030,6838,0.136,598901.24,13.35,216437.89,27496.73,80619.92,135920.94,39275.84,99149.93,1,9.2,110.3,4879,38030,38030,0.333,3139462.13,0.569,1.74,0.097,False,,57,False,6775632,172051,2.23,496628,31908,0.37,318.54,1,0.021,0.0589,57234,0.45,0.38,0.52,0.52,CBRE,2019-03-07,2023-02-19,2023-03-28
CBRE_00438,Office at Houston - 438,6409 Commerce St,Houston,TX,94675,Houston,Houston_Zone_3,Office,B,80525,74083,28,2005,19,2016.0,240,1.99,6182940.53,76.78,463720.54,5.76,0.075,22.54,20.29,1815299.87,1486116.82,0.835,67268,13257,0.224,1022396.28,12.7,324125.39,55029.43,235138.02,169547.13,60657.83,177898.49,7,3.86,46.3,20862,9610,23637,0.24,3972597.7,0.676,1.42,0.117,False,,54,False,3747335,212268,2.06,1132971,26648,0.29,338.09,1,0.028,0.075,33735,0.4,0.18,0.54,0.56,JLL,2023-04-24,2023-04-02,2024-04-13
CBRE_00439,Industrial at Chicago - 439,5449 Park Ave,Chicago,IL,63912,Chicago,Chicago_Zone_3,Industrial,A,117584,108177,1,1976,48,2012.0,468,1.99,-3770411.22,-32.07,-211143.03,-1.8,0.056,9.04,8.14,1063282.1,980162.01,0.941,110604,6980,0.058,1191305.04,10.13,305218.05,66994.72,219410.85,136476.48,40006.61,423198.32,1,2.02,24.2,35275,110604,110604,0.417,-2571256.13,0.655,1.8,0.109,False,,64,False,4431549,428367,3.29,1885607,56810,0.32,807.44,1,0.022,0.056,32495,0.68,0.55,0.51,0.51,JLL,2021-07-05,2023-03-04,2023-09-27
CBRE_00440,Retail at Dallas - 440,6774 Business Plaza,Dallas,TX,52331,Dallas,Dallas_Zone_5,Retail,B,19751,18171,2,2018,6,,57,2.89,2694351.33,136.42,183215.89,9.28,0.068,23.62,21.26,466554.84,436858.68,0.955,18871,880,0.054,253642.79,12.84,91415.69,11117.7,64755.08,26570.32,17830.97,41953.04,3,4.87,58.5,4054,6290,6808,0.055,1517650.24,0.702,1.96,0.099,False,,59,False,1024294,68616,3.32,359600,14398,0.31,114.47,1,0.026,0.068,52895,0.35,0.13,0.46,0.53,Colliers,2021-08-04,2024-03-27,2023-03-20
CBRE_00441,Data Center at Chicago - 441,7009 Commerce Ave,Chicago,IL,46855,Chicago,Chicago_Zone_4,Data Center,C,52951,48715,2,2018,6,,104,2.95,3712709.9,70.12,246895.21,4.66,0.0665,20.4,18.36,1080310.72,942701.03,0.89,47149,5802,0.141,695805.82,13.14,211919.67,39424.2,124490.8,128692.43,38477.59,152801.14,8,3.33,40.0,15885,5894,16431,0.533,2243175.8,0.679,1.92,0.085,False,,61,False,7196956,203257,3.89,914042,22490,0.16,271.7,1,0.018,0.0665,66468,0.43,0.19,0.55,0.58,Cushman & Wakefield,2023-03-22,2023-01-13,2023-11-16
CBRE_00442,Mixed Use at San Antonio - 442,5365 Main St,San Antonio,TX,93731,San Antonio,San Antonio_Zone_5,Mixed Use,C,104387,96036,20,1981,43,2003.0,208,3.99,818063.51,7.84,60618.51,0.58,0.0741,13.76,12.39,1436795.37,1249959.72,0.888,92666,11721,0.109,1189341.22,11.39,375652.99,33169.14,355091.38,162256.0,51018.76,212152.93,6,1.31,15.7,31316,15444,18376,0.193,584560.48,0.706,1.22,0.103,False,,39,False,5511631,208953,3.96,1680476,53280,0.37,498.89,2,0.033,0.0741,46477,0.93,0.34,0.39,0.58,Colliers,2022-04-19,2023-08-20,2024-06-28
